Duration (in seconds),Participation,Q1,Q2,Q3,Q4,Q5,I6,I7,I8,I9,I10,I11,I12,U6,U7,U8,U9,U10,U11,U12
337,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,4.5,2,1,1.4,1,2,4,6,,,,,,,
216,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,5.6,1.2,1.2,1.1,6.9,4.5,4.2,5.4,,,,,,,
89,Yes,Male,Master's Degree,Hispanic or Latino,Donald Trump,5.7,,,,,,,,5.8,6.2,5.9,6.4,5.7,5.9,5.3
232,Yes,Female,Master's Degree,Caucasian or White,Hillary Clinton,6.5,,,,,,,,1,1,2,7,6,1,6
219,Yes,Male,Some College,African American or Black,Other,6.5,5.5,1,1,1,1,1,4.5,,,,,,,
172,Yes,Female,Bachelor's Degree,Caucasian or White,Other,3.4,1.1,1.1,1,1.3,2,1.1,5.3,,,,,,,
319,Yes,Female,Bachelor's Degree,Asian,Hillary Clinton,6,,,,,,,,1,1,1,3.5,5.5,4,5.4
266,Yes,Female,Master's Degree,Hispanic or Latino,Donald Trump,4.5,3.8,5.6,4.7,2.9,3.6,5.3,4,,,,,,,
175,Yes,Male,Master's Degree,African American or Black,Hillary Clinton,6.1,,,,,,,,5.8,2.9,6,1.5,1.7,1.6,2.1
552,Yes,Male,High School,Caucasian or White,Did not vote,3,,,,,,,,1,1,1,4,4,2.5,4
332,Yes,Female,Some College,Caucasian or White,Donald Trump,6.2,,,,,,,,7,1,6,1,1,1,5
260,Yes,Male,Master's Degree,Caucasian or White,Hillary Clinton,1,,,,,,,,1,1,1,6,5,2,7
94,Yes,Male,Bachelor's Degree,Hispanic or Latino,Donald Trump,3.9,,,,,,,,5.1,3.7,3.6,4.5,3.7,4.2,5.1
292,Yes,Male,Master's Degree,Caucasian or White,Hillary Clinton,5.7,1,7,1,7,7,4.8,6,,,,,,,
325,Yes,Female,Bachelor's Degree,Asian,Did not vote,6.1,,,,,,,,6,5,6.1,1,1,1,3.5
151,Yes,Female,Bachelor's Degree,African American or Black,Did not vote,3.1,1,3.2,3,1,1,1,4,,,,,,,
209,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,2,1,1,1,1,1,1,6,,,,,,,
253,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,6.8,,,,,,,,4.1,5.3,6.2,5.7,5.6,6.1,6
243,Yes,Female,Some College,Caucasian or White,Did not vote,2,1,1,3.5,1,1,1,3.5,,,,,,,
263,Yes,Female,Bachelor's Degree,Hispanic or Latino,Other,5.7,1,1,1,7,6.1,6.2,4,,,,,,,
250,Yes,Male,Some College,African American or Black,Hillary Clinton,6,1,1,1,4,3,1,7,,,,,,,
172,Yes,Female,Some College,Caucasian or White,Did not vote,1.1,,,,,,,,1,1,1,5,4.9,4.7,7
186,Yes,Male,Master's Degree,African American or Black,Donald Trump,6,7,2.5,7,1,1,1,2,,,,,,,
223,Yes,Female,Bachelor's Degree,Caucasian or White,Did not vote,4.5,1,1,1,6.1,5.4,3.2,6,,,,,,,
104,Yes,Female,Master's Degree,Caucasian or White,Did not vote,3,,,,,,,,1,1,1,4.9,5.1,5.2,7
126,Yes,Female,Master's Degree,Caucasian or White,Did not vote,5.5,5.5,6,7,1,1,1,4,,,,,,,
112,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,4.1,4.9,2.9,4,3.3,3.2,3.3,4,,,,,,,
346,Yes,Female,Bachelor's Degree,Pacific Islander,Donald Trump,4,1,1,5.3,1,1,1,4.7,,,,,,,
228,Yes,Male,High School,Other,Donald Trump,2.7,,,,,,,,4.9,4.1,5.2,4.1,5,2.3,3.9
516,Yes,Male,High School,Caucasian or White,Donald Trump,6.5,,,,,,,,7,4.5,7,2.5,1,1,5
126,Yes,Male,Bachelor's Degree,Caucasian or White,Did not vote,3,,,,,,,,1,1,1,6.2,6.1,5.3,6.1
580,Yes,Male,Some College,Caucasian or White,Donald Trump,5.2,7,3,7,1,1,1,3.8,,,,,,,
231,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,6.6,,,,,,,,7,7,7,1,1,1,2.7
167,Yes,Female,Some College,Caucasian or White,Donald Trump,6.8,,,,,,,,6.7,6.2,5.5,1,1,1,2
271,Yes,Female,Bachelor's Degree,African American or Black,Did not vote,5.2,7,1.3,7,1,1,1,4,,,,,,,
154,Yes,Male,Some College,Caucasian or White,Hillary Clinton,7,1,1,1,7,7,7,7,,,,,,,
91,Yes,Female,Master's Degree,Caucasian or White,Donald Trump,5.4,,,,,,,,7,5.1,7,1,1,1,4.1
143,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,3.3,1,1,6.7,1.6,1.3,1,4.1,,,,,,,
132,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,5,2.5,1.5,1.5,2,7,2.1,5,,,,,,,
322,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,2,,,,,,,,1,1,1,4,1,1,4
350,Yes,Female,Bachelor's Degree,Caucasian or White,Other,5.1,,,,,,,,1,1,1,4.3,4.3,1,4.6
87,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,3.5,1,1,1,6.1,6.1,6.1,6.2,,,,,,,
225,Yes,Male,Some College,Caucasian or White,Other,3.5,,,,,,,,1.5,5,4,4.8,4.5,2.5,5
359,Yes,Male,Bachelor's Degree,Caucasian or White,Other,4.5,,,,,,,,1,1,3.5,5,4.5,2,4
195,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,4,1,1,1.1,4.1,5.1,1,5,,,,,,,
339,Yes,Female,Some College,Caucasian or White,Donald Trump,6,3.5,4,5,1,1,2,3,,,,,,,
197,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,5,,,,,,,,4.2,3,1,1,1,1,5.5
199,Yes,Female,Master's Degree,Asian,Hillary Clinton,7,,,,,,,,1,7,1,7,7,7,1
310,Yes,Female,Some College,Caucasian or White,Hillary Clinton,7,,,,,,,,1,1,2.6,4,4.1,4,5.9
268,Yes,Female,High School,Caucasian or White,Did not vote,5.7,1,1,1.1,4.6,6.8,1.3,6,,,,,,,
120,Yes,Female,High School,Caucasian or White,Hillary Clinton,4.9,,,,,,,,1,1,1.1,3.3,4,2,6.7
263,Yes,Female,Bachelor's Degree,Asian,Hillary Clinton,4.9,1.1,1.1,1.2,7,7,7,7,,,,,,,
202,Yes,Male,High School,Caucasian or White,Donald Trump,7,7,7,7,1,1,1,7,,,,,,,
237,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,6.1,,,,,,,,7,7,7,2,2,1,3.5
1454,Yes,Male,Master's Degree,Caucasian or White,Donald Trump,5.6,3.7,5.7,5.2,4.9,4.6,5.4,4.1,,,,,,,
547,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,5,,,,,,,,6,3,4,5,5,3,6
271,Yes,Male,Some College,Caucasian or White,Hillary Clinton,5,2,1,1,7,7,7,6,,,,,,,
252,Yes,Female,Some College,Caucasian or White,Donald Trump,7,,,,,,,,7,4,7,1,1,1,4
198,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,5.4,3.9,5.2,3.2,4.5,3.7,5.3,5.2,,,,,,,
207,Yes,Female,Some College,Caucasian or White,Donald Trump,7,7,1,6.1,1,1,1,6.1,,,,,,,
165,Yes,Female,Master's Degree,Caucasian or White,Hillary Clinton,5,1,1,1,7,6,3,7,,,,,,,
117,Yes,Female,Some College,Caucasian or White,Did not vote,4,,,,,,,,1,1,2,4,3,4,4
612,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,3.1,1,1,1,6.3,6.8,6.5,4,,,,,,,
80,Yes,Female,Some College,Caucasian or White,Did not vote,3.8,,,,,,,,4.4,4.1,4.4,3.5,4.5,4.9,4.2
233,Yes,Female,Doctoral Degree or Equivalent,Caucasian or White,Hillary Clinton,2.9,1,1,1.2,4.9,4,4.4,6,,,,,,,
154,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,4,6,4.5,7,1,1,1,5,,,,,,,
166,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,5,7,3,7,1,1,1,6,,,,,,,
280,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,6,,,,,,,,7,5.5,3.5,1.1,1.1,1.1,3.5
213,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,4.4,,,,,,,,5.5,1.9,4.9,1.3,1.9,1.1,4
111,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,6.7,,,,,,,,5.6,6.4,6.5,6.4,5.1,6.5,6.5
420,Yes,Male,Doctoral Degree or Equivalent,Hispanic or Latino,Hillary Clinton,1,1,1,1.1,7,7,2.1,6.8,,,,,,,
194,Yes,Female,Master's Degree,Caucasian or White,Hillary Clinton,7,,,,,,,,1,1,1,7,7,7,4
121,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,7,,,,,,,,7,4.1,7,1.1,1.1,1.1,1.9
674,Yes,Male,Some College,Caucasian or White,Donald Trump,4.5,6,4,4,2,2,1.5,4.5,,,,,,,
298,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,4,,,,,,,,1,1,4.1,1,2.9,1,5
961,Yes,Female,High School,Caucasian or White,Other,4.8,,,,,,,,3.9,5.7,7,1.1,1.1,1.1,4
177,Yes,Female,Some College,Caucasian or White,Donald Trump,7,7,7,7,1,1,1,4,,,,,,,
250,Yes,Male,Bachelor's Degree,Caucasian or White,Did not vote,5,1,1,1,1,1,1,7,,,,,,,
418,Yes,Female,Some College,Caucasian or White,Did not vote,5,1,1,2,3,1,1,7,,,,,,,
101,Yes,Male,Some College,Caucasian or White,Donald Trump,2.7,1.1,2.2,1.1,3.4,1.4,4,1.1,,,,,,,
199,Yes,Male,Bachelor's Degree,Caucasian or White,Did not vote,5,,,,,,,,4.6,4.6,7,1,1,1,1.8
83,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,5.3,1.7,1.1,1.7,6.3,5.3,5.8,5.9,,,,,,,
128,Yes,Male,Bachelor's Degree,Caucasian or White,Other,6,7,5,7,1,1,1,4,,,,,,,
2348,Yes,Female,Some College,Caucasian or White,Other,4.7,,,,,,,,1.1,1.1,1.2,3.6,3,2.6,6.4
216,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,5,1,1,1,7,7,6,7,,,,,,,
141,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,7,,,,,,,,1,1,1,7,7,7,7
189,Yes,Female,Some College,Caucasian or White,Donald Trump,5.1,,,,,,,,4.4,3.3,5.4,3.3,4.1,1.3,4.8
248,Yes,Female,Some College,Caucasian or White,Other,6.7,1,1,1,6.1,6.1,6.1,5.1,,,,,,,
147,Yes,Male,Some College,Caucasian or White,Hillary Clinton,5.2,1.4,1.1,7,1,1,1,3.4,,,,,,,
133,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,6.2,,,,,,,,1,1,1,7,7,5,7
218,Yes,Male,Some College,Caucasian or White,Other,3,1,1,1.5,4,5,1.5,5,,,,,,,
122,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,6,,,,,,,,4,4,4.1,2.4,1.1,1,4
357,Yes,Female,Some College,Caucasian or White,Donald Trump,6.1,7,4.9,7,1,1,1,3,,,,,,,
152,Yes,Female,Some College,Caucasian or White,Did not vote,7,1,1,1,1,1,1,7,,,,,,,
336,Yes,Male,High School,Caucasian or White,Hillary Clinton,4.9,1.1,1.1,4.1,1.2,5,1.2,4,,,,,,,
117,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,4,1,1,3.9,3,1.9,1,5.5,,,,,,,
133,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,3,,,,,,,,3.3,3.2,5,1.1,1.2,1,4.1
263,Yes,Female,Bachelor's Degree,Caucasian or White,Other,6.1,,,,,,,,1,1,4,5.2,5.1,5.2,6.9
193,Yes,Female,Bachelor's Degree,Caucasian or White,Did not vote,7,1,1,1,7,7,7,7,,,,,,,
254,Yes,Female,High School,Caucasian or White,Did not vote,6,,,,,,,,1,1,1,6,6,6,6
162,Yes,Female,Bachelor's Degree,Caucasian or White,Did not vote,1,,,,,,,,1,1,1,7,7,7,1
328,Yes,Female,Some College,Caucasian or White,Did not vote,4.1,,,,,,,,1,1,3,2.2,1,1,6
181,Yes,Male,High School,Caucasian or White,Donald Trump,5,,,,,,,,5,2,2,3,2,1,4
202,Yes,Female,Bachelor's Degree,African American or Black,Hillary Clinton,7,,,,,,,,1,1,1.1,7,4.1,2.5,6.1
390,Yes,Female,Some College,Caucasian or White,Donald Trump,7,,,,,,,,7,7,7,1,1,1,4.9
126,Yes,Female,Bachelor's Degree,Asian,Hillary Clinton,4,1.9,1,2.8,6.4,6.4,3,6.8,,,,,,,
178,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,3.5,3.8,1.9,3.6,2.7,2,1.1,3.8,,,,,,,
121,Yes,Female,Some College,Other,Did not vote,6.7,1.1,1.2,2.7,4.7,5.8,5.6,4.6,,,,,,,
158,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,4.5,,,,,,,,1,1,2,1.5,5,2,4
444,Yes,Female,Some College,Caucasian or White,Hillary Clinton,5.5,,,,,,,,3,1,6,1,1,1,6
119,Yes,Female,Bachelor's Degree,Native American or American Indian,Donald Trump,6.1,5.5,6.2,6.5,5.7,6.4,6.2,5.7,,,,,,,
198,Yes,Male,Doctoral Degree or Equivalent,Caucasian or White,Donald Trump,7,,,,,,,,7,7,7,1,1,1,1
243,Yes,Male,Doctoral Degree or Equivalent,Caucasian or White,Other,7,1,1,1,7,7,1,7,,,,,,,
148,Yes,Female,Bachelor's Degree,Hispanic or Latino,Hillary Clinton,6.1,,,,,,,,1,1,1.9,4,1.5,1.1,4
270,Yes,Male,Bachelor's Degree,Asian,Hillary Clinton,4,1,1,1,1.9,1.8,1,5.1,,,,,,,
114,Yes,Male,Some College,Caucasian or White,Other,3,1,1,2,3,3,2.5,4,,,,,,,
288,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,4.8,,,,,,,,4.8,1.7,4.4,2.2,5.2,3.1,5.3
1359,Yes,Male,Some College,Caucasian or White,Other,5.9,1,1,1.8,6.2,6.1,3,5.4,,,,,,,
415,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,2,1,1,1,7,7,7,7,,,,,,,
130,Yes,Male,Master's Degree,Caucasian or White,Hillary Clinton,2,,,,,,,,1,1,6.2,1.1,1.1,1.1,6.1
175,Yes,Female,Some College,Caucasian or White,Donald Trump,4.7,,,,,,,,5.6,2,3.8,1.5,1.6,1.5,6.2
138,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,2.7,1.4,1,1.6,4.9,3.3,5.1,4,,,,,,,
251,Yes,Female,Some College,Caucasian or White,Hillary Clinton,4.9,2,1,3.1,4.4,4.1,3.6,4.4,,,,,,,
244,Yes,Male,Master's Degree,Caucasian or White,Hillary Clinton,5,,,,,,,,1,1,1,3,1,1,6.8
224,Yes,Female,Some College,Caucasian or White,Donald Trump,6.8,,,,,,,,7,6.5,6.8,1,1.1,1,1
169,Yes,Female,Some College,Caucasian or White,Did not vote,6.3,,,,,,,,1,1,3.5,1,1.3,1,3.9
306,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,5.9,,,,,,,,7,2,7,1,1,1,1.1
247,Yes,Male,Bachelor's Degree,Asian,Did not vote,3.9,4.9,5.7,5.9,2,1.9,1.8,1.5,,,,,,,
125,Yes,Female,Bachelor's Degree,Native American or American Indian,Donald Trump,5.3,6.1,5.8,6.4,5.7,5.7,6.2,5.4,,,,,,,
115,Yes,Male,Master's Degree,Caucasian or White,Did not vote,7,1,1,1,6.1,4.1,2,7,,,,,,,
131,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,6.2,,,,,,,,1,1,2.2,5.9,3.7,1.8,5.3
117,Yes,Female,Bachelor's Degree,Asian,Donald Trump,3.6,4.8,4.9,5.3,4.7,5.2,4.9,4.8,,,,,,,
135,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,6.1,,,,,,,,7,5,5.2,1.1,1.1,1.1,2.9
133,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,4,,,,,,,,1,1,1,7,5,5,4
256,Yes,Female,Bachelor's Degree,Caucasian or White,Other,4,3,1.5,4,6,3,3,4,,,,,,,
83,Yes,Male,Some College,African American or Black,Hillary Clinton,5.7,3.4,2.4,5.7,2.1,2,2.8,4.6,,,,,,,
69,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,4,,,,,,,,4.6,5,3.7,4.8,4.7,5,3.4
259,Yes,Male,Bachelor's Degree,Native American or American Indian,Donald Trump,5.9,,,,,,,,5.5,4.8,5.3,3.3,3.4,3.3,3.5
228,Yes,Female,Some College,Caucasian or White,Hillary Clinton,3,1,1,1,5.2,7,1,7,,,,,,,
260,Yes,Female,Some College,Hispanic or Latino,Hillary Clinton,4,1,1,1,7,7,4,6.5,,,,,,,
150,Yes,Male,Bachelor's Degree,Asian,Did not vote,2.4,1,1,1,3,2.4,2.3,1,,,,,,,
248,Yes,Male,Bachelor's Degree,Caucasian or White,Did not vote,5.6,,,,,,,,1.1,1.1,1.1,3.9,3.9,1.1,6.3
210,Yes,Male,Master's Degree,Caucasian or White,Hillary Clinton,3.2,,,,,,,,1,1,3,3.5,1.4,2.4,4
149,Yes,Male,Some College,Caucasian or White,Hillary Clinton,4.8,,,,,,,,1.2,1.1,1.2,6.7,5.1,4.5,4.8
154,Yes,Male,Bachelor's Degree,Other,Other,4,,,,,,,,1,1,1,2,3,1,4
158,Yes,Female,Bachelor's Degree,Native American or American Indian,Donald Trump,5.3,6.2,6,5.8,6.4,6,6,5.7,,,,,,,
283,Yes,Female,Bachelor's Degree,Caucasian or White,Did not vote,6,,,,,,,,6,6,5,1.3,1.4,1.3,3
258,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,7,,,,,,,,7,2,7,1,1,1,4
249,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,5.3,,,,,,,,4.7,5.5,5,4.3,5.7,2.8,5
268,Yes,Male,Some College,Caucasian or White,Hillary Clinton,3,1,1,2,5,4,4,4,,,,,,,
75,Yes,Male,Some College,Caucasian or White,Hillary Clinton,4.3,,,,,,,,3.7,2.7,4.6,5.7,3.1,4.8,4.8
218,Yes,Male,Bachelor's Degree,Asian,Hillary Clinton,7,1,1,2.9,2.2,3,2.2,4,,,,,,,
220,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,2.9,,,,,,,,4.7,2.6,5.5,1.7,1.8,1.6,2.1
737,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,6.4,,,,,,,,6,5.1,1.1,6.3,7,6.7,6.2
161,Yes,Female,Some College,Caucasian or White,Did not vote,2.5,1,1,1,7,6,1,4,,,,,,,
103,Yes,Female,Bachelor's Degree,Native American or American Indian,Donald Trump,6.1,,,,,,,,6,6.6,6.5,6.5,6.4,6.2,6.1
2295,Yes,Female,Master's Degree,Caucasian or White,Donald Trump,3.7,,,,,,,,4.6,4.4,5.4,6.2,4.4,5.9,5
292,Yes,Female,Some College,Asian,Hillary Clinton,6,,,,,,,,1.3,6.5,1.2,6.5,6.5,6,6.7
371,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,7,,,,,,,,7,4.1,6.2,1,1.1,1,5.1
1527,Yes,Female,Bachelor's Degree,Asian,Hillary Clinton,5.7,,,,,,,,1.1,1,1,4.8,5.2,4.3,6
293,Yes,Female,High School,Caucasian or White,Hillary Clinton,7,7,3,4.8,1.6,1.2,1,7,,,,,,,
293,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,5,,,,,,,,7,1,7,1.1,1.1,1.1,4
150,Yes,Male,Master's Degree,Caucasian or White,Donald Trump,5.1,,,,,,,,6.4,4,7,1,1,1,4
506,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,4.9,5.2,3.8,4.9,4,4.2,5.1,5.4,,,,,,,
500,Yes,Female,Some College,Hispanic or Latino,Hillary Clinton,4.2,5.5,2.7,3.7,1,1.2,1.1,3.6,,,,,,,
243,Yes,Female,Bachelor's Degree,Other,Hillary Clinton,4,1,1,1,3,1,2,4,,,,,,,
246,Yes,Female,Some College,Caucasian or White,Donald Trump,2,2,1,1.1,2.2,4,2.9,6.3,,,,,,,
91,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,6,7,7,7,1,1,1,4.1,,,,,,,
527,Yes,Female,Master's Degree,Caucasian or White,Donald Trump,4.1,,,,,,,,4,2,2.9,1.9,5.1,3.9,4.1
165,Yes,Female,Bachelor's Degree,Caucasian or White,Did not vote,2.4,,,,,,,,5.2,4.3,2.4,4.3,4.3,2.1,2.7
174,Yes,Male,High School,Caucasian or White,Other,2.9,3,2.9,3.5,1.4,1.7,1.5,5,,,,,,,
184,Yes,Female,Some College,Caucasian or White,Donald Trump,5.5,,,,,,,,4,1,4,1,1,1,5
119,Yes,Male,Doctoral Degree or Equivalent,Caucasian or White,Donald Trump,3.7,5.9,1.9,4.8,3,2.7,1.1,5.1,,,,,,,
246,Yes,Male,Some College,Asian,Hillary Clinton,5,,,,,,,,6,1,7,1,1,1,6
328,Yes,Male,Master's Degree,Caucasian or White,Hillary Clinton,6,,,,,,,,1,1,1.5,6,5,5,6
220,Yes,Female,Bachelor's Degree,Caucasian or White,Did not vote,6.5,7,5.1,7,1.9,1,1,5,,,,,,,
299,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,5.8,,,,,,,,5.9,5.6,6,4.9,5.4,5.6,5.2
283,Yes,Male,Master's Degree,Hispanic or Latino,Donald Trump,1.9,1.1,1.4,2.2,3.9,3.6,3.1,3.9,,,,,,,
284,Yes,Male,Some College,Caucasian or White,Hillary Clinton,5,6,1,7,1,1,1,4,,,,,,,
193,Yes,Male,Some College,Caucasian or White,Donald Trump,5.2,,,,,,,,5.6,1.6,5.2,1.2,1.1,1.2,4.2
385,Yes,Male,Some College,Caucasian or White,Hillary Clinton,4.5,1,1,2,2,3,1,4,,,,,,,
173,Yes,Female,Bachelor's Degree,Caucasian or White,Other,6.1,,,,,,,,1.1,1.1,1,2.8,1,1,5.4
518,Yes,Male,Doctoral Degree or Equivalent,Caucasian or White,Donald Trump,4,4,4.3,4.1,5.2,6,3.3,4.2,,,,,,,
217,Yes,Male,High School,Caucasian or White,Hillary Clinton,2,,,,,,,,5,1.1,4.4,1.1,1.1,1,1.5
149,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,1.3,,,,,,,,1.1,1.1,1.2,5.7,5.6,3.6,5.6
191,Yes,Male,Some College,Caucasian or White,Hillary Clinton,3.9,1,1,1,3.2,1.5,1.3,6.8,,,,,,,
129,Yes,Female,Some College,Caucasian or White,Hillary Clinton,6.5,1,1,1,7,7,7,6.6,,,,,,,
442,Yes,Female,Some College,Caucasian or White,Other,6.1,,,,,,,,1.1,1,1,6.8,6.1,5.9,6.3
237,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,7,,,,,,,,7,1.5,7,1,1,1,3.5
287,Yes,Female,Some College,Caucasian or White,Donald Trump,6.6,6.8,5,6,1,1,1,4,,,,,,,
147,Yes,Female,Some College,Caucasian or White,Donald Trump,7,,,,,,,,7,7,7,1,1,1,1.3
204,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,5,,,,,,,,5.7,3.3,5.8,2.6,3,1,2.9
237,Yes,Male,Master's Degree,Caucasian or White,Donald Trump,6,7,4,7,4.1,1.9,1,4,,,,,,,
102,Yes,Male,Some College,Hispanic or Latino,Donald Trump,7,1.7,2.1,1.3,7,7,7,7,,,,,,,
220,Yes,Male,Master's Degree,Caucasian or White,Other,3.9,1,1,5.7,1,1,1,5.8,,,,,,,
77,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,7,4.6,4.2,4.7,3.6,2.6,4.2,3.7,,,,,,,
210,Yes,Male,Some College,Caucasian or White,Hillary Clinton,1.2,,,,,,,,5.2,3.1,2,5.4,5.8,2,3.5
143,Yes,Male,Some College,Caucasian or White,Did not vote,5.1,4.6,3.7,6,1,1,1,2,,,,,,,
135,Yes,Male,Bachelor's Degree,Caucasian or White,Donald Trump,7,,,,,,,,7,7,7,1,1,1,1.1
83,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,6.1,1,2.4,5.1,4.2,5.2,4.7,3,,,,,,,
261,Yes,Male,Some College,Caucasian or White,Donald Trump,5,5,2,2,1,1,1,3,,,,,,,
195,Yes,Female,Bachelor's Degree,Asian,Hillary Clinton,6,1,1.5,1.9,4,4,4,6.1,,,,,,,
396,Yes,Male,Bachelor's Degree,Caucasian or White,Did not vote,1.5,1,1,1.1,6.2,6.1,6.1,6,,,,,,,
323,Yes,Male,Master's Degree,Caucasian or White,Donald Trump,5.1,1,1,1,5.2,5.4,4.8,6.1,,,,,,,
179,Yes,Female,Some College,Caucasian or White,Donald Trump,6.1,,,,,,,,7,5.2,7,1,1,1,2
287,Yes,Male,Some College,Caucasian or White,Donald Trump,6,6.1,6.1,5.1,1,1,1,3,,,,,,,
300,Yes,Male,Bachelor's Degree,Caucasian or White,Other,4,3,1,2,1,1,1,6,,,,,,,
277,Yes,Female,Some College,Caucasian or White,Hillary Clinton,6.2,,,,,,,,1,1,1,5.8,5.8,1,6.8
78,Yes,Male,Bachelor's Degree,Caucasian or White,Hillary Clinton,5,,,,,,,,1.1,1.2,1.1,4.9,5.1,3.7,3.9
124,Yes,Male,High School,African American or Black,Hillary Clinton,4.6,,,,,,,,4.5,5.3,3.8,5.8,3.8,5.4,5.1
165,Yes,Male,Some College,Native American or American Indian,Donald Trump,7,7,7,7,1,1,1,1,,,,,,,
396,Yes,Female,Bachelor's Degree,Caucasian or White,Did not vote,5.1,,,,,,,,4,2,5,1.5,1.5,1.2,4
404,Yes,Male,High School,Caucasian or White,Did not vote,1,1,1,1,1,1,1,4,,,,,,,
83,Yes,Female,Doctoral Degree or Equivalent,Caucasian or White,Donald Trump,4.1,,,,,,,,3.4,3.5,4.1,4.2,3.9,4,3.7
233,Yes,Female,Some College,African American or Black,Donald Trump,7,,,,,,,,7,1.8,3.9,1.1,1.1,1.1,1.2
171,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,6.3,7,4,5.2,1,1,1,4,,,,,,,
184,Yes,Female,Some College,Caucasian or White,Hillary Clinton,6.1,1.2,1.2,1.2,6,6,1.2,7,,,,,,,
97,Yes,Male,Some College,Caucasian or White,Hillary Clinton,3.7,1.9,1.4,3.2,4,3.3,5.2,5.5,,,,,,,
346,Yes,Female,Some College,Caucasian or White,Donald Trump,7,,,,,,,,7,5,7,1,1,1,4
701,Yes,Female,Bachelor's Degree,Asian,Did not vote,4,1,1,2,7,7,7,4,,,,,,,
301,Yes,Female,Some College,African American or Black,Did not vote,1.9,,,,,,,,4,1,4,1,1,1,4
109,Yes,Female,Bachelor's Degree,Caucasian or White,Donald Trump,6,7,3.9,7,1,1,1,1,,,,,,,
257,Yes,Female,Bachelor's Degree,Caucasian or White,Hillary Clinton,5.6,1,1,1.1,4,4,2.5,6,,,,,,,
160,Yes,Male,Bachelor's Degree,African American or Black,Hillary Clinton,6.2,,,,,,,,1,1,2.4,3.7,4.2,4.1,5
149,Yes,Male,Bachelor's Degree,Hispanic or Latino,Other,1,,,,,,,,1,1,1,7,7,7,4
168,Yes,Male,Some College,Caucasian or White,Donald Trump,5.9,6.3,4.6,7,1,1.4,1,3.7,,,,,,,
